N,T,iter,Generation,Map,Merge,Sort,Reduce
17770,85.615873,9,0.014873,0.004725,0.001144,0.046273,0.006676
20180,98.522186,0,0.01705,0.00384,0.000528,0.057406,0.006787
20180,99.165916,1,0.017013,0.003799,0.000521,0.057606,0.006865
20180,97.818851,2,0.01684,0.003822,0.000513,0.056912,0.00671
20180,97.881079,3,0.01675,0.003773,0.000526,0.057147,0.006786
20180,97.783089,4,0.016772,0.003733,0.000517,0.05701,0.00683
20180,98.668098,5,0.01683,0.00376,0.000527,0.057818,0.006673
20180,99.13516,6,0.016766,0.003758,0.000526,0.057954,0.006786
20180,97.90802,7,0.016753,0.003731,0.000513,0.05722,0.006785
20180,97.112894,8,0.016793,0.003765,0.000522,0.056346,0.006782
20180,98.920822,9,0.016691,0.003745,0.000517,0.058134,0.006789
22590,113.603115,0,0.018867,0.003701,0.00051,0.069788,0.007393
22590,111.243963,1,0.018904,0.003668,0.000504,0.068866,0.006961
22590,112.785101,2,0.018656,0.003648,0.000508,0.069216,0.007363
22590,113.371134,3,0.018802,0.003617,0.000524,0.069187,0.007715
22590,112.080812,4,0.018571,0.003638,0.00051,0.068857,0.007375
22590,113.274097,5,0.018707,0.003657,0.000512,0.069499,0.007336
22590,114.12096,6,0.018696,0.003618,0.000521,0.070001,0.007742
22590,113.697052,7,0.018995,0.003826,0.000536,0.069616,0.00758
22590,112.184048,8,0.018717,0.003642,0.000514,0.068451,0.007317
22590,112.993002,9,0.018646,0.003667,0.000511,0.069288,0.007497
25000,128.445148,0,0.020564,0.003642,0.000522,0.081882,0.007813
25000,126.69611,1,0.020747,0.003667,0.000522,0.079792,0.007816
25000,125.696898,2,0.020617,0.00362,0.000505,0.07907,0.007779
25000,125.648975,3,0.02068,0.003665,0.000526,0.07883,0.007781
25000,125.001907,4,0.020956,0.003725,0.000531,0.078264,0.007618
25000,122.83206,5,0.020768,0.003651,0.00052,0.077737,0.007239
25000,124.239922,6,0.020491,0.003632,0.000596,0.077968,0.007745
25000,124.567986,7,0.020572,0.003644,0.00051,0.077987,0.007814
25000,124.447823,8,0.02063,0.003608,0.000501,0.078137,0.00776
25000,125.030994,9,0.02074,0.003662,0.000503,0.078364,0.007766
